Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
CRISPY POINT,"Snacks,Chinese,South Indian",NA,149,Sigra,Sigra,"D59/334A-1, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",True,0
Muskan Kalika Restaurant(Teliyabagh),"North Indian,Mughlai,Chinese",3.4,350,Chaukaghat,Ashapur,"S  12/35  Piyariya  Pokhari,  Teliyabagh,  Varanasi,  -  221001",False,0
7 Days Fry Restaurant,"Biryani,Pizzas,Chinese,North Indian",NA,300,Lehertara Industrial Estate,Lohta road,"NEAR SANJAY MEMORIAL WOMEN'S COLLEGE & VARANASI PUBLIC SCHOOL, KERAKATPUR - CHANDPUR, LOTHA ROAD, VARANASI-221107, Kerakatpur, Varanasi Tahsil, Varanasi, Uttar Pradesh-221107",False,0
THE TASTE OF VARANASI,"Indian,South Indian,Chinese",NA,99,Sigra,Sigra,"B38/J3, Mahmoorganj Rd,  Varanasi, Uttar Pradesh 221010, India",False,0
Karims,"Indian,Mughlai,Tandoor,Kebabs",3.5,200,Varanasi Cantonment,Nadesar,"2ND FOOD FORUM FOOD COURT JHV MALL, Mint Road, Chhawani Cantonment, Varanasi, Uttar Pradesh, 221002",False,0
Lemon Grass Fine Dine & Lounge Bar,"North Indian,Chinese",3.9,750,Chetganj,Chetganj,"21/89 E, Mahamandal Nagar, Lahurabir, Chetganj, Varanasi",False,0
Basant Bahar Delight,"Continental,Snacks,Beverages,Desserts",NA,200,Chetganj,Chetganj,"C7/285, Shanti Tower, Ramakanth Nagar, Chetganj, Varanasi",True,0
THE MILK BAR CAKE SHOP,Bakery,NA,250,Sigra,Sigra,C 28/58-A TELIYABAGH HABIBPURA NAGAR NIGAM FOOD SAFETY ZONE-11 VARANASI UTTAR PRADESH- 221002,True,0
Fish corner,"Chinese,Mughlai,North Indian",3.6,300,Sigra,Sigra,"shop no 21, ratyatra varanasi, nagar nigam food safety zone 15, varanasi, UP, 221010",False,0
Holy Chopsticks,"Thai,Chinese",3.8,300,Nadesar,Nadesar,"S-17/317 Nadesar Main Road, Near Badi Masjid, Nadesar, Varanasi",False,0
House Of Punjab,"North Indian,Mughlai,Snacks,Chinese",3.8,350,Varanasi Cantonment,Nadesar,"S-20/51-1-n Varuna Bridge, Cantonment, Varanasi 221002",False,0
Tandoor Villa,"Mughlai,Indian,Biryani",3.5,400,Nadesar,Nadesar,"Near SBI Atm, Main Road, Nadesar, Varanasi",False,0
Pet Pooja Food Corner,"North Indian,Biryani",NA,300,Sigra,Sigra,"	 38/55 69  Sheel Nagar, Tulsipur, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
The Taste Factory,"North Indian,Italian,Chinese",3.9,450,Mahmoorganj,Mahmoorganj,"mahmoorganj road,near ashirvad hospital,mahmoorganj",False,0
London Pizza Hut,"Italian,Pizzas,Pastas,Snacks",NA,300,IIT,IIT,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Bengali Fish Curry & Biryani Corner,"Biryani,Bengali,North Indian",NA,200,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
wok from heaven,"Chinese,Snacks",NA,300,Sigra,Sigra,"3rd Floor, Swastik City Centre, Rathyatra, Sigra, Varanasi 221001",False,0
Sanjay Chat Corner,"Street Food,North Indian,Chaat",NA,100,Mahmoorganj,IIT,"11/B 60-27-1 Ranipur Mahmoorganj Chhitupur,  Varanasi, Uttar Pradesh-221010",True,0
UTSAV SWEETS,Sweets,NA,500,Sigra,Sigra,"C 20/1-1  RAMAKANT NAGAR COLONY , PISHACHMOCHAN VARANASI , JAGATGANJ NAGAR NIGAM FOOD SAFETY ZONE-11, VARANASI UTTAR PRADESH-221001",True,0
Goli Vada Pav,"Street Food,Snacks",NA,200,Jaitpura,Bhelupur,"J 12/34-1-K Dhoop Chandi Jaitpura, Varanasi, Uttar Pradesh 221001, India",True,0
Momo Chow,Chinese,4.1,300,Nadesar,Nadesar,"S 17/317 Nadesar, Varanasi, District - Varanasi, STATE - Uttar Pradesh",False,0
Waah Mumbai,"Maharashtrian,Pizzas,Pastas,Fast Food,Rajasthani",3.6,200,Jahumandi,Mahmoorganj,"Ground Floor, Kuber Complex, Rathyatra Chauraha",True,0
Kasora,"Indian,Chinese,Tandoor",3.5,400,Lehertara Industrial Estate,IIT,"Araji No: Mi. 225, Chauhaddi- East: House of Rajendra Patel etc, West: House of Dashrath, North: Vacant land of Shapath Karta Gadh, South: Madauli trimuhani to railway crossing via churamanpur, mandua",False,0
The Good Bowl,"North Indian,Biryani,Chinese,Asian,Pastas,Desserts",4.2,400,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
K CAKE 65 BAKE HOUSE,Bakery,NA,400,Sigra,Sigra,"0E12 PISHACHMOCHAN, NAGARNIGAM  COLONY, Habibpura, Nagar Nigam Food  Safety Zone-11, Varanasi, Uttar Pradesh -  221010",True,0
Firangi Bake,"Italian,Mexican,Pastas",4.1,400,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
Muskan Roll and Fast Food(Teliyabagh),"North Indian,Mughlai,Biryani,Chinese",NA,350,Chaukaghat,Ashapur,"S  12/35  Piyariya  Pokhari,  Teliyabagh,  Varanasi,  -  221001",False,0
HOTEL RIO BENARAS,"Beverages,Desserts,Indian",NA,250,Nadesar,Nadesar,"S 20/53-55-56, BUDDHA VIHAR COLONY,CANTONMENT,VARANASI , Nagar Nigam Food Safety Zone-4,Varanasi, Uttar Pradesh-221002",False,0
Mummy Yummy Biryani,"Biryani,Tandoor,Kebabs",NA,200,IIT,IIT,"""38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010",False,0
Litti Chokha Restaurant,Indian,NA,200,IIT,IIT,38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
Canton Royale Restaurant - Hotel Surya,"North Indian,Continental,Chinese,Punjabi,Asian",4.2,500,Varanasi Cantonment,Nadesar,"S.20/51 A-5 The Mall Road, Nadesar , Varanasi",False,0
HOTEL THE WESTINN,"Indian,Chinese,Beverages,Desserts",NA,500,Nadesar,Nadesar,"S 20/52-2-A-1 NEPALI KOTHI, VARUNA BRIDGE, CANTONMENT, VARANASI NAGAR NIGAM FOOD SAFETY ZONE-4, VARANASI UTTAR PRADESH-221001",False,0
MOLECULE GASTRO BAR KITCHEN,"North Indian,Pizzas,Pastas,Biryani,Desserts",4.1,295,Sigra,Sigra,"Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",False,0
Journe,"Chinese,Continental,European,Salads,Desserts",NA,300,Sigra,Sigra,"Add.  Plot NO. 511/2, Cristian Colony, Sigra , Varanasi",False,0
Punjabi Kitchen,Indian,NA,250,Sigra,Sigra,"Near Sarin Inn Hotel, Sigra, Varanasi, Uttar Pradesh 221010, India",True,0
Kashi Golgappa House,"Chaat,Snacks",NA,100,IIT,IIT,"Add. 38/55 69 B sheel nager tulsipur, Ranipur, mahmoorganj Varanasi -221010",False,0
Banarasi Lassi Mishrambu & Thandai,Beverages,2.3,200,IIT,IIT,38/56 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
Zeenat Restaurant,"North Indian,Mughlai,Biryani",NA,300,Sigra,Sigra,"S 13/67, Teliyabagh, Jagatganj, Andhrapull, Chaukaghat, Varanasi - 221002",False,0
Tasty Tiffin Service,"Fast Food,North Indian",NA,200,IIT,IIT,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
MYSORE DOSAWALA,South Indian,NA,250,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",True,0
CAKE POINT,Bakery,NA,500,Sigra,Sigra,"HOUSE NO.D-64/26A MAA RAJESHWARI  NAGAR MADHOPUR SIGRA VARANASI U.P-  221002, Sigra, Nagar Nigam Food Safety  Zone-15, Varanasi, Uttar Pradesh - 221002",True,0
THE BAKER'S TALES,"Bakery,Desserts",NA,250,Sigra,Sigra,"C-9/232-1, HABIBPURA, HABIBPURA,  Habibpura, Nagar Nigam Food Safety  Zone-11, Varanasi, Uttar Pradesh - 221001",True,0
Mutton Handi and Biryani King,Biryani,NA,200,Mahmoorganj,Sigra,"38 / 55 69 Sheel Nagar, Tulsipur, Ranipur, Mahmoorganj, Varanasi-221010",False,0
Momo's king,"Chinese,Snacks,Beverages",NA,200,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Sree Ayappa Dosa Center,"South Indian,Chinese",NA,200,IIT,IIT,"""38/56 69 B sheel nager tulsipur mahmoorganj Varanasi -221010""",False,0
Amritsari Kulcha & Momos Hut,"Chinese,Snacks",NA,100,IIT,IIT,""" 38/55 69 B sheel nager tulsipur, Ranipur, mahmoorganj Varanasi -221010",False,0
BIHARI LITTI CHOKHA,"Bihari,North Indian",NA,250,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",True,0
Pizza Plaza,"Italian,Fast Food,Snacks",NA,500,IIT,IIT,Add. 38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
Mushkan Kalika Family Restaurant,"Mughlai,North Indian,Biryani,Chinese",3.3,350,Chaukaghat,Lanka,"Pandit S  12/35  Piyariya  Pokhari,  Teliyabagh,  Varanasi,  -  221001Mohan Malviya Road, Near Ravidas Gate, Near Lanka Thana, Lanka, Varanasi",False,0
MORNING BREAKFAST,"South Indian,Snacks",NA,200,Sigra,Sigra,"Mahmoorganj, Tulsipur, Nagar Nigam  Food Safety Zone-18, Varanasi, Uttar  Pradesh - 221010",True,0
Roll King,"Snacks,Indian",NA,100,IIT,IIT,"38/55 69 B sheel nager tulsipur, Ranipur, mahmoorganj, Varanasi -221010",False,0
Matkawala Biryani & Mutton House,"North Indian,Chinese,Biryani,Seafood,Desserts",NA,200,IIT,IIT,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Virat Kalika Deshi Dhaba,North Indian,NA,200,IIT,IIT,38/56 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
DAWAT SHAHI BIRYANI,"Biryani,Indian,North Indian",NA,350,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Sree Tirumala Dosa Corner,"South Indian,Chinese",NA,200,IIT,IIT,38/56 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
AMERICAN & BELGIUM WAFFLE CO.,"Beverages,Desserts",NA,300,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",True,0
Tandoori Momo's Mahal,Chinese,NA,100,IIT,IIT,"Add. 38/55 69 B sheel nager tulsipur, Ranipur, mahmoorganj Varanasi -221010",False,0
ROYAL BIRYANI IN MATKA,"Biryani,North Indian,Sweets",NA,300,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",False,0
Shree Sagar Pure Veg,Indian,NA,200,Mahmoorganj,Sigra,"38 / 55 69 Sheel Nagar, Tulsipur, Ranipur, Mahmoorganj, Varanasi",False,0
Dream Of Donuts & Milkshake,Beverages,NA,300,IIT,IIT,"38/55 69B, Opposite Royal Residency, Sheel Nager, Tulsipur, Ranipur, Mahmoorganj, Varanasi",False,0
PASTA & PIZZA PALACE,"Italian,Fast Food",NA,250,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",False,0
CHATOREZZ RESTAURANT,"Chinese,Indian,Italian,Beverages",NA,200,Nadesar,Nadesar,"C27/74-A-E, JAGATGANJ, VARANASI  Bandhu Kacchibagh, Nagar Nigam Food Safety Zone-7, Varanasi, Uttar Pradesh 221002",False,0
Pan Asian Delight,"Chinese,Thai,North Indian",NA,350,Sigra,Sigra,"Zorba Tower,1st Floor D-63/5-A-R,Sigra Mahmoorganj Road, Varanasi 221010",False,0
Student cafe,"Pizzas,Chinese",NA,200,Lanka,Lanka,"Add. Plot no. 142 a lane no. 8 ravindrapuri colony, bhelupur Varanasi-221005",False,0
SRK Spicy Roll King,"Chinese,North Indian",NA,200,IIT,IIT,38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
BALAJI CHOLE BHATURE & MOMO'S,"Chinese,North Indian",NA,350,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",False,0
Spicy Chicken And Kabab House,"Indian,Seafood",NA,200,IIT,IIT,38/55 69 B sheel nager tulsipur mahmoorganj 38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
Tandoori Chai Cafe,Beverages,NA,200,IIT,IIT,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",True,0
Hundy Mutton And Biryani King,"North Indian,Biryani",NA,300,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Spicy bites,"Pizzas,Chinese,Snacks",NA,200,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Pizza & Momo's Magic Cafe,Chinese,NA,350,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
The Dilli Durbar,"Indian,North Indian,Chinese,Snacks",NA,300,Sigra,Sigra,"B21/1 shop no. 12 Rathyatra Market, Varanas 221010",False,0
Momos N Chinese,"Chinese,Snacks,Beverages",NA,150,Sigra,Sigra,"Imperial Building, Rathyatra Sigra Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",False,0
Mangi Ferra Cafe - Hotel Surya,"Chinese,Continental,American,North Indian,Pan-Asian",NA,700,Varanasi Cantonment,Nadesar,"Hotel Surya, 20/51, A-5, The Mall Road, Varuna Bridge, Nadesar, Varanasi",False,0
Mishra Marawari Bhojnalaya,Indian,3.2,200,Ramapura Luxa,luxa,D47/184 rampura luxa road  Area - luxa.,False,0
Cake 24x7.COM,"Bakery,Desserts",NA,1100,Sigra,Sigra,"HOUSE NO.D-64/26A MAA RAJESHWARI  NAGAR MADHOPUR SIGRA VARANASI U.P-  221002, Sigra, Nagar Nigam Food Safety  Zone-15, Varanasi, Uttar Pradesh - 221002",True,0
Vansh's Kitchen,"North Indian,Chinese,South Indian,Thalis",3.6,350,Kailashpuri Colony,Sigra,"Oppsite Care Hospital, Kailashpuri Colony, Sunderpur Road, Bhikaripur, Varanasi",False,0
jeenat Restaurant Teliyabag,"Indian,North Indian,Biryani,Snacks,Beverages",NA,300,Sigra,Sigra,"S  12/35  Piyariya  Pokhari,  Teliyabagh,  Varanasi,  -  221001",False,0
Cafe Fika by POSHTEL,"Pizzas,Beverages",NA,600,Nadesar,Nadesar,"72 Buddha Vihar Colony, Cantonment, Varanasi cantonment, Varanasi, Uttar Pradesh 221002, India",False,0
THE LANDMARK HOTEL,Indian,NA,600,Sigra,Sigra,"B 38/7-3 OPP.AKASHWANI, MAHMOORGANJ VARANASI,NAGAR NIGAM FOOD SAFETY ZONE-18 VARANASI UTTAR PRADESH-221010",False,0
Chakhna Central,Fast Food,NA,250,Sigra,Sigra,"3rd Floor, Swastik City Centre, Rathyatra, Sigra, Varanasi 221001",False,0
The Shaa Chicken,"Indian,Chinese,Beverages",NA,200,Sigra,Sigra,"c27/189 c jagat ganj,varanasi",False,0
SANGEETA'S KITCHEN,"North Indian,Biryani,Chinese",NA,500,sigra,Mahmoorganj,"0N 10/52- D-KHA-A-1 LAKHARAOVNS,,  Ranipur, Nagar Nigam Food Safety  Zone-15, Varanasi, Uttar Pradesh - 221109",False,0
Cake Sagar,Desserts,NA,500,Chaukaghat,Chetganj,"Beside Sagar Fast Food, Jagatganj, Chetganj, Varanasi",True,0
Meal Tray,"North Indian,Biryani,Desserts",NA,300,Sigra,Sigra,"3rd Floor, Swastik City Centre, Rathyatra, Sigra, Varanasi 221001",False,0
CAFETERIA,"Fast Food,Snacks,Beverages",NA,200,Sigra,Sigra,"C20/5-72, Ramakant Nagar Colony. Pisach Mouchan, Varanasi, Nagar Nigam Food Safety Zone-11, varanasi uttar pradesh. 221010",False,0
Charcoal (fine dining),"Indian,Chinese,Oriental,Snacks",NA,250,Sigra,Sigra,"Plot No.14 SANT RAGHUBER NAGAR  MAHMOORGANJ VARANASI, Nagar Nigam  Food Safety Zone-15, Varanasi, Uttar  Pradesh-221010",False,0
CAFE 55,"Fast Food,Snacks,Chinese,Italian",NA,300,Nadesar,Nadesar,"S 20/53-55-56, BUDDHA VIHAR COLONY,CANTONMENT,VARANASI , Nagar Nigam Food Safety Zone-4,Varanasi, Uttar Pradesh-221002",False,0
New Sagar Fast Food,"Indian,Snacks,Chinese",NA,250,Sigra,Sigra,"C27/233 Jagatganj, Near Chetganj, Varanasi",False,0
TCB Pizza,"Pizzas,Chinese,Snacks,Fast Food",NA,300,Sigra,Sigra,"plot no 22, sant Raghu bir Nagar Varanasi,221010, Nagar Nigam food safety zone 15varanasi Uttar Pradesh",False,0
Coriander Blend Drinkery,"Beverages,Fast Food,Snacks",NA,300,Sigra,Sigra,"plot no 22, sant Raghu bir Nagar Varanasi,221010, Nagar Nigam food safety zone 15varanasi Uttar Pradesh",False,0
Hotel India -Cafe 65,"North Indian,Chinese,Kebabs,Biryani,Desserts",NA,350,Nadesar,Nadesar,"59, Patel Nagar, Cantt, Nadesar, Varanasi   221002",False,0
Dil ka Dabba,Desserts,NA,300,IIT,IIT,"Rajkeey Mahila Mahavidyalya,  FCI Godam gate, near manduadih station Varanasi ",True,0
Sandesh Sweet And Restaurant,"North Indian,South Indian,Sweets,Chinese,Snacks",3.8,350,Golghar,"Golghar, Nadeshar","Sandesh Sweets and Restaurant Golghar,kachari,Varanasi 221002",True,0
Chinese	Express,Chinese,3.6,300,Chaukaghat,Nadesar,"S	19/74 varuna	Pull,	Varanasi",False,0
KGN FOOD HOUSE,"Chinese,Snacks,Fast Food",NA,200,Sigra,Sigra,"B38/217 A-6,Tulshipur, Varanasi, Tulsipur ,Nagar Nigam food Safety zone-18, Varanasi Uttar Pradesh 221005",False,0
Grameen Kulfi,"Ice Cream,Desserts",4.4,120,Sigra,Sigra Mahmoorganj Rd,"Nic Natural Ice Creams, Shop No 59/79 -B-C- 1A, Ground Floor, SigraMahmoorganj, Road, Shivpura, Varanasi, Chhilupur, Varanasi,UP-221010",True,0
The burning fire,"Chinese,Pastas",NA,400,siigra,mahmoorganj,"N 11/99 F-5 A, Ranipur Mahmoorganj,  Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Food Express,"Indian,Mughlai,Chinese,Biryani",3.9,350,Sikraul,Kachahari,"Beside Jalan's Retail Store, Kachahari Chauraha, Kuchari, Nadesar, Varanasi",False,0
Ajay Sweets,Sweets,4.1,150,Chaukaghat,Nadesar,"Varuna Bridge, Varanasi, Uttar Pradesh, India",False,0
MISHRAZ KITCHEN,"North Indian,Chinese",3.7,250,Sigra,Kakarmatta,"N 10/66A-1A, NEW COLONY KAKARMATTA, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh-221106",True,0
Petal Of Love And Cake,"Bakery,Pizzas,Continental,Desserts",3.9,400,Bhelupur,Bhelupur,"B 21/62 Opposite Petrol Pump, Kamachha, Godaulia, Varanasi",True,0
99 Kitchen,"North Indian,Biryani,Chinese,Pizzas,Desserts",4.0,200,Nadesar,Nadesar,"98/164,Gilat Bazzar,Shivpur,Varanasi ,Uttar Pradesh,221003",False,1
KUNG FU CUISINE,Chinese,4.0,250,Lanka,Lanka,"0B 10/66 A 1A,KAKARMATTA, LOKO CHITUPURA NAGAR NIGAM FOOD SAFETY ZONE-15 VARANASI UTTAR PRADESH-221001",True,0
Panjabi Rasoi,Indian,4.0,300,Bhelupur,Sigra,"B-37/182, Flat F-8, Krishna Appartment, Birdopur, Mahmoorganj, Varanasi",True,0
Welcome Fast Food,"Street Food,Bakery",3.0,100,Lanka,Lanka,"n10/785,new colony kakarmatta Varanasi -221004",False,0
Bhagya Shree Sweets and Family Restaurant,"Indian,South Indian,Chinese",3.8,300,Hamrautia,Bhojuveer,"S-6/108,A-1, GOLGHAR, KACHAHARI VARANAS",False,0
Jamuna Das Biscuits,Bakery,4.1,350,Harha,Chetganj,"D 39/35,Kodai chowki,Chetganj,Varanasi",False,0
Manya Family Restaurant,"South Indian,Indian,Chinese",3.5,200,Dig Colony,pandeypur,"Sudhakar Road Khajuri, near post office, Pandeypur, Varanasi",True,0
Bawarchi Restaurant,"North Indian,Chinese",NA,500,Khajuri Colony,Nadesar,"S10/51-2, Maqbool Alam Road, Hakul Ganj Nadesar, Varanasi",False,0
Sriram sweets,"Fast Food,Sweets,South Indian",4.1,300,Golghar kachehri,Nadesar,"S 6/108 Golghar Kachahari, Varanasi	 221002",False,0
ROTI SHOTI,North Indian,3.9,250,Lanka,Lanka,"0B 10/66 A 1A,KAKARMATTA, LOKO CHITUPURA NAGAR NIGAM FOOD SAFETY ZONE-15 VARANASI UTTAR PRADESH-221001",False,0
Momo's Station,"Street Food,Chinese",NA,100,Kakarmata,IIT,"N-11/99 F-5 A RANIPUR, MAHMOORGANJ, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh",True,0
The Tiffin King,"Street Food,Indian,Chaat,Thai,Sweets",4.4,200,sigra varanasi,sigra varanasi,"OB.37/182-A-PBIRDOPUR, Virdopur,  Nagar Nigam Food Safety Zone-18,  Varanasi, Uttar Pradesh - 221010",True,0
ANNAPURNA CLOUD KITCHEN,"North Indian,Indian",NA,200,Sigra,Sigra,"C-6/143 A, BAGH BARIYAR SINGH ,  CHETGANJ, Chetganj, Nagar Nigam Food  Safety Zone-13, Varanasi, Uttar Pradesh - 221001",True,0
Yelchiko Cafe & Diner,"North Indian,Chinese,Desserts",NA,500,Varanasi Cantonment,Nadesar,"1, Patel Nagar, Mint House Road, Cantonment, Varanasi, Varanasi, Varanasi",False,0
S V GRAND SPICY KITCHEN (UNIT OF S V GRAND),"Chinese,Indian,Mughlai",NA,400,Ram katora piplani katra road ,Sigra,"C25/1, C25/1M RAMKATORA CHETGANJ VARANASI, NAGAR NIGAM FOOD SAFETY ZONE-13 VARANASI UTTAR PRADESH-221001",False,0
The Vegan Fam,"Beverages,Bakery",NA,400,Sigra,Sigra,"D 54/16, B 5-5, LuxmiKund,  Luxa, Varanasi, Uttar Pradesh 221010, India",True,0
How's ThaT,"Chinese,Arabian,Snacks",4.2,200,Kakarmatta,IIT,"N-10/80-D-10-8, near Indrani Gas Agency, New Colony Kakarmatta, Sundarpur, Nagwa, Varanasi, Uttar Pradesh 221004, India",False,0
P V Gold Bakers,"Bakery,Chinese,South Indian",3.4,400,Naibasti,Pandeypur,"Infront Of Police Chowki, Pandeypur, Varanasi",True,0
SUSHIL CHAT BHANDAR,Chaat,NA,150,Nadesar,Nadesar,"NEAR CHAUKAGHAT PANI TANKI, CHOWKAGHAT,VARANASI, Choukaghat, Nagar Nigam Food Safety Zone-6, Varanasi, Uttar Pradesh - 221002",True,0
Welcome Bakery,"Street Food,Indian,Bakery",NA,100,"New colony kakarmatta, sunderpur","New colony kakarmatta, sunderpur","N10/785 NEW COLONY KAKARMATTA , Loko Chhitupura, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221004",False,0
Momo's Queen,"Street Food,Chinese,Snacks",NA,150,Kakarmata,IIT,"N-11/99 F-5 A RANIPUR, MAHMOORGANJ, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh",True,0
The Royal Recipe,"North Indian,Chinese,Mughlai,Biryani",3.4,300,Nadesar,Nadesar,"SHOP NO-283, S21/653, BARNA BRIDGE, VARANASI",False,0
Quickie Cut,Indian,NA,100,Sigra,Sigra,"J13/93, Sanjay Ghandhi Nagar Colony, Jaitpura, Varanasi, Uttar Pradesh 221001, India",True,0
Cafe Unplugged,"Chinese,Beverages",3.7,200,Sikraul,Nadesar,Varuna pul Kachahari Road Near Jalans Varanasi,False,0
Biryani on wheels,"Biryani,Tandoor",NA,300,Nadesar,Nadesar,"S-19/74, Varnapull Cantt, Nadesar, Varanasi 221002",False,0
Tasty Cafe,"Snacks,Fast Food,Beverages",NA,200,Nadesar,Nadesar,"Nadesar, Chaukaghat, Varanasi, Uttar Pradesh, India",False,0
Tasty Thali,"Thai,Beverages,Desserts",NA,300,Nadesar,Nadesar,"S19/131 B-9 PWD road abhilasha colony Varuna bridge, Varanasi.",False,0
Cafe65,"Fast Food,Snacks,Beverages",NA,300,Nadesar,Nadesar,"S 2/653-1, Varuna pul, Sigraul, Kachahari Road Near Jalans Varanasi-221002",False,0
Desi Vdesi,"Indian,Chinese,Tandoor,Biryani",NA,200,Kabir Chaura,Sigra,"K 65/49 kabir chaura goladeenanath varanasi goladeenanath Nagar,VARANASI -221001",False,0
Bikanervala,"North Indian,South Indian,Street Food",4.0,500,Bhelupur,Bhelupur,"Shop 101, IP Vijaya Mall, Bhelupur, Varanasi",False,0
WarmOven Cakes & Desserts,"Desserts,Bakery,Ice Cream",3.9,200,Nadesar,Nadesar,"15, The Mall Road, Cantonment, same building of Hotel DE paris Varanasai, Chhawani Cantonment, Varanasi, Uttar Pradesh, 221002",False,0
Saffron Veg Restaurant,"North Indian,South Indian,Chinese,Pizzas",3.8,350,Sidhgiribagh,Godowlia,"Near petrol pump,Girjaghar,Godowlia",False,0
BAYLEAF RESAURANT,"Chinese,Snacks,Fast Food",NA,250,Sigra,Sigra,"B 38/217 A-6, Tulsipur, Nagar Nigam Food Safety Zone-18, Varanasi, Uttar Pradesh-221005",True,0
Sundae Everyday Ice Creams,"Ice Cream,Desserts",4.3,100,Nadesar,Nadesar,"15, The Mall Road, Cantonment, same building of Hotel DE paris Varanasai, Chhawani Cantonment, Varanasi, Uttar Pradesh, 221002",False,0
Kaati Zone Rolls & Wraps,"Beverages,Bengali,Biryani,Street Food,Snacks",4.3,200,Nadesar,Nadesar,"15, The Mall Road, Cantonment, same building of Hotel DE paris Varanasai, Chhawani Cantonment, Varanasi, Uttar Pradesh, 221002",False,0
Hotel Hardik Palacio,"Indian,Seafood",NA,800,Sigra,Sigra,"D52, 2-A, Luxa Rd, Sidhgiribagh, Varanasi, Uttar Pradesh 221010, India",False,0
Slurpy Shakes,Beverages,4.4,150,Nadesar,Nadesar,"15, The Mall Road, Cantonment, same building of Hotel DE paris Varanasai, Chhawani Cantonment, Varanasi, Uttar Pradesh, 221002",False,0
The Belgian Waffle Co.,"Desserts,Beverages",4.4,200,Bhelupur Varanasi,Bhelupur Varanasi,"Vijaya Complex, Beside Kerla Cafe, Bhelupur Varanasi, 221001. Uttar Pradesh.lupur Varanasi Pin Co. 221010",True,0
